ticker,name,currency,exchange,industry,logo,weburl,environment_grade,environment_level,social_grade,social_level,governance_grade,governance_level,environment_score,social_score,governance_score,total_score,last_processing_date,total_grade,total_level,cik,roi,p/e,beta,electricity,Diesel ,Business Travel,Carbon Footprint
hum,Humana Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Health Care,https://static.finnhub.io/logo/feb04fd2-80eb-11ea-b264-00000000092a.png,https://www.humana.com/,BBB,High,BB,Medium,BB,Medium,462,300,300,1062,17-04-2022,BBB,High,49071,0.900731676,15.58501032,2.570421389,18553.24242,508.8681272,3800.321685,3.658163608
hwm,Howmet Aerospace Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Aerospace and Defense,https://static.finnhub.io/logo/a2081e1a9a1a03ebd504b5dd1bbd1630d116c5d274535b006710232b14114847.png,https://www.howmet.com/,A,High,BB,Medium,BB,Medium,525,315,320,1160,10-06-2022,BBB,High,4281,0.317048798,19.71375324,2.949353669,24459.60794,715.267526,5613.870654,5.205622504
peak,Healthpeak Properties Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Real Estate,https://static.finnhub.io/logo/9ff758898d5fdf747e70dc0d68e588f7ca07566f438ffea2c7b847202270d33d.png,https://www.healthpeak.com/,A,High,BB,Medium,BB,Medium,535,331,335,1201,11-06-2022,A,High,765880,1.12030455,29.21734513,1.095934547,17079.03735,692.5936398,3658.279072,4.607367924
gis,General Mills Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Food Products,https://static.finnhub.io/logo/eb28ff70-80eb-11ea-81fb-00000000092a.png,https://www.generalmills.com/,A,High,BB,Medium,BB,Medium,585,326,365,1276,17-04-2022,A,High,40704,0.174862053,28.66624014,-0.052649288,21237.04299,539.4983201,4006.899951,3.874604027
ge,General Electric Co,USD,"NEW YORK STOCK EXCHANGE, INC.",Industrial Conglomerates,https://static.finnhub.io/logo/e8784888-80eb-11ea-95e2-00000000092a.png,https://www.ge.com,A,High,BB,Medium,BB,Medium,533,300,300,1133,10-06-2022,BBB,High,40545,1.065507335,18.57495803,1.565505972,14779.96665,912.961849,4914.29488,6.087686249
spot,Spotify Technology SA,EUR,"NEW YORK STOCK EXCHANGE, INC.",Media,https://static.finnhub.io/logo/cffd855af5f80fb905fa2a364945ef2e7130d3d60952eb91d9ba1ebb54c10a81.png,https://www.spotify.com,A,High,B,Medium,B,Medium,500,283,255,1038,22-04-2022,BBB,High,1639920,0.328297857,16.60650612,-0.728988588,10869.7286,592.9027838,9223.51863,5.402473121
trtn,Triton International Ltd,USD,"NEW YORK STOCK EXCHANGE, INC.",Trading Companies and Distributors,https://static.finnhub.io/logo/d8f8c765099e25410d77d6e97db44ba0c15fb106e0b4fcd0f4add7d583ca6e2d.png,https://www.tritoninternational.com/,BBB,High,BB,Medium,BB,Medium,477,306,300,1083,19-04-2022,BBB,High,1660734,0.096677989,20.1999427,-0.983709969,20235.03598,629.5441676,3789.395335,4.304046655
trtx,TPG RE Finance Trust Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Real Estate,https://static.finnhub.io/logo/b65451e4-80db-11ea-8f3c-00000000092a.png,https://www.tpgrefinance.com/,B,Medium,B,Medium,BB,Medium,230,239,300,769,11-06-2022,BB,Medium,1630472,1.205406622,16.35602217,0.642133631,11738.08347,819.1173025,9703.454065,6.7310358
tru,TransUnion,USD,"NEW YORK STOCK EXCHANGE, INC.",Professional Services,https://static.finnhub.io/logo/3b251312-80d2-11ea-bca1-00000000092a.png,,A,High,BB,Medium,BB,Medium,510,313,310,1133,19-04-2022,BBB,High,1552033,0.323220901,13.40212723,0.987115731,9181.670748,945.7506665,7191.947739,6.8044727
yeti,Yeti Holdings Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Leisure Products,https://static.finnhub.io/logo/0aebcc9d893922905d4dfe5df11876799ebe829ec6f95211b7ad13b40ef8e950.png,https://www.yeti.com,B,Medium,B,Medium,BB,Medium,269,253,305,827,11-06-2022,BB,Medium,1670592,0.404914811,12.10681199,0.229230083,14578.12633,718.4369364,5985.700632,5.301968257
yelp,Yelp Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Media,https://static.finnhub.io/logo/51ef2134-80cc-11ea-9e31-00000000092a.png,https://www.yelp.com/,B,Medium,A,High,B,Medium,245,515,213,973,20-04-2022,BBB,High,1345016,0.876721145,5.301184233,1.070928203,17438.9173,1100.325009,6964.362396,7.586627942
yext,Yext Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Technology,https://static.finnhub.io/logo/c2fec934-80db-11ea-bf15-00000000092a.png,https://www.yext.com/,BB,Medium,BB,Medium,BB,Medium,325,314,310,949,11-06-2022,BBB,High,1614178,0.487690894,7.832829898,1.119673818,5813.406712,738.2762586,5528.608344,5.289840155
spr,Spirit AeroSystems Holdings Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Aerospace and Defense,https://static.finnhub.io/logo/74abb718-80ec-11ea-9f1c-00000000092a.png,https://www.spiritaero.com/,A,High,BB,Medium,BB,Medium,515,337,300,1152,19-04-2022,BBB,High,1364885,0.250460527,13.2632096,1.557707604,14149.10136,1054.516496,4886.738009,6.839174643
ysg,Yatsen Holding Ltd,CNY,"NEW YORK STOCK EXCHANGE, INC.",Consumer products,,http://ir.yatsenglobal.com/,BB,Medium,B,Medium,BB,Medium,355,217,325,897,11-06-2022,BB,Medium,1819580,1.198450463,14.94134371,1.551323394,15807.88687,1051.180792,7058.513044,7.344180062
yrd,Yiren Digital Ltd,CNY,"NEW YORK STOCK EXCHANGE, INC.",Financial Services,https://static.finnhub.io/logo/58187a7e-80d3-11ea-ad3d-00000000092a.png,https://www.yirendai.com/,B,Medium,B,Medium,B,Medium,200,205,205,610,20-04-2022,B,Medium,1631761,0.181182231,27.32872628,-0.094423614,13366.42404,763.7988255,8157.813245,6.065203307
yumc,Yum China Holdings Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Hotels Restaurants and Leisure,https://static.finnhub.io/logo/5273b318-81c3-11ea-a69e-00000000092a.png,http://www.yumchina.com,B,Medium,B,Medium,B,Medium,205,217,220,642,11-06-2022,B,Medium,1673358,1.382398129,16.43393115,1.638178061,6380.435267,592.2959211,6203.579439,4.669945638
trox,Tronox Holdings PLC,USD,"NEW YORK STOCK EXCHANGE, INC.",Chemicals,https://static.finnhub.io/logo/cae7770c-80cc-11ea-b95f-00000000092a.png,https://www.tronox.com/,A,High,BB,Medium,BB,Medium,503,320,300,1123,19-04-2022,BBB,High,1530804,0.919321816,7.298979367,0.81374354,8992.415314,641.9917282,4585.063755,4.55048338
zepp,Zepp Health Corp,CNY,"NEW YORK STOCK EXCHANGE, INC.",Electrical Equipment,https://static.finnhub.io/logo/76bf855dbc6faa67fab51387ffafd3120d58e1bb6a8c9a59e6d6a992d3e7b8be.png,http://www.huami.com,B,Medium,B,Medium,B,Medium,202,210,295,707,11-06-2022,B,Medium,1720446,0.489167713,29.00485556,2.99331073,18870.50181,599.4601644,9084.614133,5.412284375
zev,Lightning eMotors Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Machinery,https://static.finnhub.io/logo/35ad49c91c00e7e5492b59000199a0ef966c447d105e5ad26ba84e1f5f00fe23.png,https://lightningemotors.com/,A,High,BB,Medium,B,Medium,535,391,240,1166,11-06-2022,BBB,High,1802749,0.588870776,19.53189985,2.69183555,11440.61837,727.584635,9022.576775,6.076712688
zuo,Zuora Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Technology,https://static.finnhub.io/logo/181c3c26-80db-11ea-901d-00000000092a.png,https://www.zuora.com/,B,Medium,B,Medium,B,Medium,240,234,200,674,24-09-2022,B,Medium,1423774,0.99771207,14.83950097,1.33927931,17805.91538,873.1496147,9588.368278,6.999096237
zim,ZIM Integrated Shipping Services Ltd,USD,"NEW YORK STOCK EXCHANGE, INC.",Marine,https://static.finnhub.io/logo/d067c52d242ed7ab58d82a81df7769e0e538d507b68b153fb1c9a18eb67ecd2b.png,https://www.zim.com,BB,Medium,BB,Medium,BB,Medium,329,351,320,1000,20-04-2022,BBB,High,1654126,0.554899921,28.08782083,2.096764501,18984.84339,990.8124327,6275.118912,6.835768022
zyme,Zymeworks Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Biotechnology,https://static.finnhub.io/logo/d5054e357d522c9adb02dc0fb5076d2c88ce7defd56e0d136dafed54f38fd964.png,https://www.zymeworks.com/,B,Medium,BB,Medium,BB,Medium,240,326,305,871,11-06-2022,BB,Medium,1403752,0.348093004,18.09315298,-0.938804277,13007.55738,1074.996425,9316.534469,8.010956666
zws,Zurn Elkay Water Solutions Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Building,https://static.finnhub.io/logo/166822dc-80c9-11ea-b523-00000000092a.png,https://zurnwatersolutions.com/,A,High,BB,Medium,BB,Medium,500,300,300,1100,11-06-2022,BBB,High,1439288,0.942670245,7.243132035,-0.758686883,7631.372974,834.2870532,4960.886442,5.670022724
you,Clear Secure Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Technology,https://static.finnhub.io/logo/54e1fcbc5be1e30e25364dc60f26bb7ff35678bc4bd277c164593937d62718b2.png,https://www.clearme.com,A,High,B,Medium,B,Medium,515,278,205,998,21-04-2022,BBB,High,1856314,0.68498007,23.65417779,1.888089302,20454.58172,756.8360185,3740.20963,4.974745952
zen,Zendesk Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Technology,https://static.finnhub.io/logo/bf9c78c0-80cf-11ea-aefc-00000000092a.png,http://www.zendesk.com/,A,High,BB,Medium,BB,Medium,515,338,320,1173,20-04-2022,BBB,High,1463172,0.059453317,25.20785021,1.99805159,13943.74658,871.7204349,8921.677589,6.827567899
plxs,Plexus Corp,USD,NASDAQ NMS - GLOBAL MARKET,Electrical Equipment,https://static.finnhub.io/logo/4786a932a20c2a53d2721dc74a687b047183c4a86ca554dbf0aa010120abeaa4.png,https://www.plexus.com/en-us/,A,High,BB,Medium,BB,Medium,510,300,300,1110,18-04-2022,BBB,High,785786,0.169504386,24.34339712,2.486665553,7264.91932,1032.091291,5839.662787,6.94079331
ship,Seanergy Maritime Holdings Corp,USD,NASDAQ NMS - GLOBAL MARKET,Marine,https://static.finnhub.io/logo/799d248c-80df-11ea-baa5-00000000092a.png,http://www.seanergymaritime.com/,BB,Medium,BB,Medium,BB,Medium,345,300,305,950,19-04-2022,BBB,High,1448397,1.021303905,9.714445953,1.30365001,10766.36084,1141.278551,4362.507409,7.175021173
shls,Shoals Technologies Group Inc,USD,NASDAQ NMS - GLOBAL MARKET,Electrical Equipment,https://static.finnhub.io/logo/3261c706cc0abbd34b8264351bbbf49ecc401561c39af9c3e0c1f0bf92b4833b.png,https://www.shoals.com/,B,Medium,B,Medium,BB,Medium,285,280,300,865,10-06-2022,BB,Medium,1831651,0.328632226,28.17544186,2.537109448,20944.80711,696.1992876,3208.835444,4.522693495
shoo,Steven Madden Ltd,USD,NASDAQ NMS - GLOBAL MARKET,Textiles Apparel and Luxury Goods,https://static.finnhub.io/logo/96d214d4-80e0-11ea-a2f8-00000000092a.png,https://www.stevemadden.com/,A,High,B,Medium,BB,Medium,508,231,300,1039,19-04-2022,BBB,High,913241,0.435609764,11.18944292,-0.508605322,15417.29843,841.328242,7679.483617,6.368012744
shyf,Shyft Group Inc,USD,NASDAQ NMS - GLOBAL MARKET,Machinery,https://static.finnhub.io/logo/11778ef179dac4928d23461b3133c371a91f9d677da3fd90f72f07f7f34a8dc5.png,https://theshyftgroup.com/,A,High,BB,Medium,B,Medium,510,303,275,1088,10-06-2022,BBB,High,743238,1.233977775,23.96015059,1.302061387,7449.177136,758.2669992,9496.446553,6.350907466
sibn,SI-BONE Inc,USD,NASDAQ NMS - GLOBAL MARKET,Health Care,https://static.finnhub.io/logo/06d1023edd1a769478b8f9546405855f3ef7a8b662f130c336cd801d4e17618a.png,https://si-bone.com/,B,Medium,B,Medium,B,Medium,220,228,210,658,10-06-2022,B,Medium,1459839,1.439552274,13.34441308,0.967313983,12392.711,781.2175608,4805.98387,5.353154966
sieb,Siebert Financial Corp,USD,NASDAQ NMS - GLOBAL MARKET,Financial Services,https://static.finnhub.io/logo/95a8686e-80e0-11ea-aad2-00000000092a.png,https://www.siebert.com/,BB,Medium,B,Medium,B,Medium,300,299,235,834,19-04-2022,BB,Medium,65596,0.472022928,13.37234993,-0.017813327,14103.02023,733.9618855,6374.442341,5.478004888
plya,Playa Hotels & Resorts NV,USD,NASDAQ NMS - GLOBAL MARKET,Hotels Restaurants and Leisure,https://static.finnhub.io/logo/c97cc0f6-80db-11ea-811d-00000000092a.png,https://www.playaresorts.com/,B,Medium,B,Medium,B,Medium,210,200,205,615,10-06-2022,B,Medium,1692412,1.066870906,7.068878234,2.276349252,12921.4883,631.5905488,3283.986776,4.186403656
wwe,World Wrestling Entertainment Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Media,https://static.finnhub.io/logo/c85897976e6d121d3414864347aca8c1fa620453a2727bb30f6b89b8fdfc1098.png,https://corporate.wwe.com/,B,Medium,BB,Medium,BB,Medium,275,332,315,922,20-04-2022,BBB,High,1091907,1.157148896,22.02689845,0.010101523,21641.53467,962.620089,4664.366295,6.300733123
pmcb,PharmaCyte Biotech Inc,USD,NASDAQ NMS - GLOBAL MARKET,Biotechnology,https://static.finnhub.io/logo/6be6c540-80f3-11ea-8213-00000000092a.png,http://pharmacyte.com/,B,Medium,B,Medium,BB,Medium,220,202,300,722,18-04-2022,B,Medium,1157075,0.168783524,27.64584612,0.652502325,16421.11219,592.3719831,9857.276343,5.557281264
www,Wolverine World Wide Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Textiles Apparel and Luxury Goods,https://static.finnhub.io/logo/2a65cdf0f3735b8dbbeeeec6f7c7d02cfe8ac7237d3f9c2eda2e6d035b8835e5.png,https://www.wolverineworldwide.com/,BB,Medium,B,Medium,BB,Medium,390,298,308,996,20-04-2022,BBB,High,110471,0.753876213,29.06926337,-0.199081081,15059.80111,1143.876142,9883.889929,8.518369507
xhr,Xenia Hotels & Resorts Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Real Estate,https://static.finnhub.io/logo/8de05614cc27f3a2ac51dce15cd2ddff7af1f25fdbf8568e132ec4baa5049b8e.png,https://xeniareit.com/,B,Medium,B,Medium,B,Medium,260,263,236,759,20-04-2022,BB,Medium,1616000,1.169759167,16.680213,1.656260249,16963.78463,934.100911,9492.579127,7.301963658
x,United States Steel Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Metals and Mining,https://static.finnhub.io/logo/ac65e7a8-80ec-11ea-ae7c-00000000092a.png,https://www.ussteel.com/,A,High,BB,Medium,BB,Medium,535,364,300,1199,19-04-2022,BBB,High,1163302,1.214566041,29.97295553,-0.690054071,8357.559091,789.7480379,9512.431258,6.524390544
xpev,Xpeng Inc,CNY,"NEW YORK STOCK EXCHANGE, INC.",Automobiles,https://static.finnhub.io/logo/a051163b4bc9dd4531cecd3b4563cb4fbae4dfcca2a14cc34ad546c2b38c5389.png,https://www.xpeng.no,B,Medium,B,Medium,B,Medium,215,208,200,623,11-06-2022,B,Medium,1810997,1.278853538,23.54531439,1.596638819,22813.28418,810.5897239,6839.645146,6.009089039
xpo,XPO Logistics Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Road and Rail,https://static.finnhub.io/logo/67e2a608-826a-11ea-949d-00000000092a.png,https://www.xpo.com/,A,High,BB,Medium,BB,Medium,560,318,300,1178,20-04-2022,BBB,High,1166003,0.103828239,21.07019531,2.760268948,5478.156777,903.5153405,3399.997692,5.664319828
xin,Xinyuan Real Estate Co Ltd,USD,"NEW YORK STOCK EXCHANGE, INC.",Real Estate,https://static.finnhub.io/logo/adc7e60a-80ec-11ea-a045-00000000092a.png,http://ir.xyre.com/,B,Medium,B,Medium,BB,Medium,205,242,300,747,20-04-2022,B,Medium,1398453,0.479564634,27.08809441,1.428803658,7094.438619,1050.692258,6658.712803,7.236896014
xl,XL Fleet Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Auto Components,https://static.finnhub.io/logo/c558526758aff6a234567f3ff1de8e2a1b357086485584308144a5592644ce0e.png,https://xlfleet.com/,B,Medium,B,Medium,B,Medium,200,200,200,600,22-04-2022,B,Medium,1772720,0.93375634,10.18773977,1.970062887,11354.27584,1124.248762,3756.360566,6.938854179
xyf,X Financial,CNY,"NEW YORK STOCK EXCHANGE, INC.",Financial Services,https://static.finnhub.io/logo/d39b1610-81ce-11ea-a434-00000000092a.png,https://www.xiaoyinggroup.com/,B,Medium,B,Medium,B,Medium,215,205,200,620,11-06-2022,B,Medium,1725033,1.250250267,15.61071502,1.191342167,18504.9234,876.5653234,4370.08926,5.765716479
y,Alleghany Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Insurance,https://static.finnhub.io/logo/87524d2a27c268d431041ce0a4d5e2f774512dddcaf1aa1629a2b711ec0cdea7.png,https://www.alleghany.com/,B,Medium,B,Medium,BB,Medium,215,240,300,755,16-04-2022,BB,Medium,775368,0.610797802,25.32108145,-0.134025605,7214.604212,1027.645117,5693.480896,6.881827846
yala,Yalla Group Ltd,USD,"NEW YORK STOCK EXCHANGE, INC.",Media,https://static.finnhub.io/logo/94c350149330c8859cdb82394848c771d0569361dc8e2688e1bad4c22c7629d6.png,https://www.yallagroup.com/#/home,B,Medium,B,Medium,B,Medium,233,244,220,697,11-06-2022,B,Medium,1794350,0.953876923,12.01986507,1.609523303,6921.526726,526.5066837,5400.310985,4.125071988
wts,Watts Water Technologies Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Machinery,https://static.finnhub.io/logo/aa2f1922-80ec-11ea-b91b-00000000092a.png,https://www.watts.com/,BBB,High,BB,Medium,B,Medium,420,303,210,933,19-04-2022,BBB,High,795403,1.27445195,15.64951336,-0.856534238,22060.22326,929.4754201,6367.62843,6.532279298
sien,Sientra Inc,USD,NASDAQ NMS - GLOBAL MARKET,Health Care,https://static.finnhub.io/logo/9ee55218-80d0-11ea-9a00-00000000092a.png,http://sientra.com/,B,Medium,BB,Medium,B,Medium,219,308,236,763,19-04-2022,BB,Medium,1551693,0.723258664,6.729475377,1.551277891,7514.524589,1081.551655,6586.228388,7.385326209
hain,Hain Celestial Group Inc,USD,NASDAQ NMS - GLOBAL MARKET,Food Products,https://static.finnhub.io/logo/1b3dedc6-80e0-11ea-ae2a-00000000092a.png,https://www.hain.com/,A,High,BB,Medium,BB,Medium,520,302,305,1127,17-04-2022,BBB,High,910406,0.325470702,27.92468801,0.278210099,18322.4488,1165.900679,4294.928651,7.298332964
mtc,MMTEC Inc,USD,NASDAQ NMS - GLOBAL MARKET,Technology,https://static.finnhub.io/logo/12f9059e-81d4-11ea-9b70-00000000092a.png,https://www.51mm.com/,B,Medium,B,Medium,BB,Medium,221,225,305,751,20-04-2022,BB,Medium,1742518,1.228467397,7.658332536,0.403869182,20148.1117,549.5165639,4032.685989,3.933401532
mtcr,Metacrine Inc,USD,NASDAQ NMS - GLOBAL MARKET,Biotechnology,https://static.finnhub.io/logo/b99ae0480d35baa3abd44cf7f3a58ee33cec963d4a16d93450e4df52683c5a32.png,https://www.metacrine.com,B,Medium,B,Medium,BB,Medium,210,207,330,747,10-06-2022,B,Medium,1634379,0.61697018,24.90032824,1.378342344,16256.04433,944.5007126,5411.151862,6.377456311
mtem,Molecular Templates Inc,USD,NASDAQ NMS - GLOBAL MARKET,Biotechnology,https://static.finnhub.io/logo/b628a328-80e0-11ea-ae1f-00000000092a.png,https://mtem.com/,BB,Medium,BB,Medium,BB,Medium,360,325,320,1005,10-06-2022,BBB,High,1183765,1.148272781,29.24120964,-0.259904356,23934.9735,845.9100641,4812.274082,5.712958697
mtls,Materialise NV,EUR,NASDAQ NMS - GLOBAL MARKET,Technology,https://static.finnhub.io/logo/d0dfa200-80cf-11ea-90b4-00000000092a.png,http://www.materialise.com,A,High,BB,Medium,BB,Medium,505,301,300,1106,18-04-2022,BBB,High,1091223,1.111972754,16.67031892,1.27105444,17180.76049,990.2331052,6077.880117,6.783521432
mtex,Mannatech Inc,USD,NASDAQ NMS - GLOBAL MARKET,Consumer products,https://static.finnhub.io/logo/8ac4ebd9873103f5885f174ae8773f5fe25e1cd18d4baf369f1928961c202d62.png,https://us.mannatech.com/,B,Medium,B,Medium,B,Medium,200,260,230,690,18-04-2022,B,Medium,1056358,1.275930018,12.52801503,2.201055879,22098.9425,962.7078802,3764.875085,6.085783201
mtrx,Matrix Service Co,USD,NASDAQ NMS - GLOBAL MARKET,Construction,https://static.finnhub.io/logo/13c284070f5d7107a345b370190b26682734effb47965ee5534d78a58f48bcce.png,https://www.matrixservicecompany.com/,A,High,BB,Medium,B,Medium,589,390,277,1256,18-04-2022,A,High,866273,1.468652245,7.40589283,2.112969837,19188.93471,1192.455022,6567.660653,7.986986411
halo,Halozyme Therapeutics Inc,USD,NASDAQ NMS - GLOBAL MARKET,Biotechnology,https://static.finnhub.io/logo/ecd60c64-80df-11ea-9c85-00000000092a.png,https://www.halozyme.com/,A,High,BB,Medium,BB,Medium,510,302,315,1127,17-04-2022,BBB,High,1159036,0.905767395,22.67800145,1.968624419,8974.259727,745.7707079,9353.580545,6.251164585
hall,Hallmark Financial Services Inc,USD,NASDAQ NMS - GLOBAL MARKET,Insurance,https://static.finnhub.io/logo/fd68ca2c-80df-11ea-b8c2-00000000092a.png,http://www.hallmarkgrp.com/,B,Medium,B,Medium,BB,Medium,215,233,300,748,17-04-2022,B,Medium,819913,0.982335414,7.435950516,0.206066715,6121.682635,742.9285129,3364.63409,4.795730693
mvbf,MVB Financial Corp,USD,NASDAQ NMS - GLOBAL MARKET,Banking,https://static.finnhub.io/logo/45ba96829f0302c20d3455c565aba295243a3c565cb9a67c24d80d4b8dde4ae1.png,https://ir.mvbbanking.com/CorporateProfile/,B,Medium,B,Medium,B,Medium,210,215,215,640,18-04-2022,B,Medium,1277902,0.407561489,25.07602545,1.92763,9541.736633,1160.850555,7983.361215,8.147707401
mvst,Microvast Holdings Inc,USD,NASDAQ NMS - GLOBAL MARKET,Machinery,https://static.finnhub.io/logo/56accc4323ac6010d7cab3618df10f204a7b8350b68e8e17bbcf2a9f80600386.png,https://microvast.com/,B,Medium,B,Medium,B,Medium,225,282,210,717,11-06-2022,B,Medium,1760689,0.240592476,5.923641792,0.246043322,22354.56778,923.688944,8185.222611,6.937780734
mvis,MicroVision Inc,USD,NASDAQ NMS - GLOBAL MARKET,Electrical Equipment,https://static.finnhub.io/logo/4ef2e4ae-80e1-11ea-a26e-00000000092a.png,https://www.microvision.com/,BBB,High,BB,Medium,BB,Medium,451,300,330,1081,18-04-2022,BBB,High,65770,0.165136953,13.5382075,2.137925982,15111.97517,1074.200031,7204.799247,7.501975961
mxct,MaxCyte Inc,USD,NASDAQ NMS - GLOBAL MARKET,Life Sciences Tools and Services,https://static.finnhub.io/logo/c6e6e9be-80d3-11ea-8ffb-00000000092a.png,https://www.maxcyte.com/,B,Medium,BB,Medium,B,Medium,220,300,248,768,21-04-2022,BB,Medium,1287098,1.087493446,24.07715679,0.980443677,17163.58681,971.7650464,9119.139239,7.414417653
mygn,Myriad Genetics Inc,USD,NASDAQ NMS - GLOBAL MARKET,Biotechnology,https://static.finnhub.io/logo/4e7a8ca2-80e1-11ea-a073-00000000092a.png,https://myriad.com/,BB,Medium,BB,Medium,B,Medium,353,321,294,968,18-04-2022,BBB,High,899923,1.334474863,26.73775548,1.319995899,17762.65167,521.650183,9231.83786,5.029448719
myfw,First Western Financial Inc,USD,NASDAQ NMS - GLOBAL MARKET,Banking,https://static.finnhub.io/logo/d63d720da2c1ce27b4068a766f28f8af83b975b495e048f59d59b3f6e363a5e4.png,https://myfw.gcs-web.com/,BB,Medium,BB,Medium,B,Medium,351,300,235,886,10-06-2022,BB,Medium,1327607,1.428751286,26.21295113,1.16554473,13219.22771,591.0070201,6076.228837,4.639311776
mxl,Maxlinear Inc,USD,NASDAQ NMS - GLOBAL MARKET,Semiconductors,https://static.finnhub.io/logo/698085653aaaf77ffaf721bb1fc5a549ca4e9fc91bbb6b823d6e4a689c939334.png,https://www.maxlinear.com/,A,High,BB,Medium,BB,Medium,535,325,335,1195,18-04-2022,BBB,High,1288469,0.066938575,9.033089229,-0.706390128,19088.09416,900.2551558,8762.302541,6.947408339
mymd,MyMD Pharmaceuticals Inc,USD,NASDAQ NMS - GLOBAL MARKET,Pharmaceuticals,https://static.finnhub.io/logo/5db2dee6-80cf-11ea-a23b-00000000092a.png,https://ir.mymd.com/,B,Medium,B,Medium,B,Medium,205,257,230,692,11-06-2022,B,Medium,1321834,1.499428868,21.97128668,1.472171213,22629.67416,775.3929823,4440.388396,5.244429274
myps,Playstudios Inc,USD,NASDAQ NMS - GLOBAL MARKET,Media,https://static.finnhub.io/logo/5295b962ca5b082296591d3bf503c720c413df08af470dca3bde1a037ec9f783.png,https://aciesacq.com/,B,Medium,B,Medium,B,Medium,205,202,200,607,11-06-2022,B,Medium,1823878,0.287954738,23.14683548,2.945726548,18816.28677,858.2201389,9950.453567,7.006985087
mttr,Matterport Inc,USD,NASDAQ NMS - GLOBAL MARKET,Technology,https://static4.finnhub.io/file/publicdatany2/stock_logo/MTTR_5077893451.png,https://matterport.com/,BB,Medium,BB,Medium,B,Medium,346,325,260,931,11-06-2022,BBB,High,1819394,0.917515872,9.558910753,0.787316382,20020.0613,766.4429293,8136.798947,6.08098591
mtsi,MACOM Technology Solutions Holdings Inc,USD,NASDAQ NMS - GLOBAL MARKET,Semiconductors,https://static.finnhub.io/logo/d6dcdae6-80cb-11ea-b59b-00000000092a.png,https://www.macom.com/,BB,Medium,BB,Medium,B,Medium,377,309,255,941,18-04-2022,BBB,High,1493594,0.863513689,9.401912717,0.876248257,14273.78149,806.7784359,5682.912815,5.702505273
clro,Clearone Inc,USD,NASDAQ NMS - GLOBAL MARKET,Communications,https://static.finnhub.io/logo/2eb1181c-80e0-11ea-866e-00000000092a.png,http://www.clearone.com/,BB,Medium,B,Medium,B,Medium,370,228,210,808,16-04-2022,BB,Medium,840715,0.847559506,13.67059894,-0.213966929,23719.02792,954.0849205,9572.119165,7.434922801
clsn,Celsion Corp,USD,NASDAQ NMS - GLOBAL MARKET,Biotechnology,https://static.finnhub.io/logo/62e5ff86-80fc-11ea-974e-00000000092a.png,http://celsion.com/,B,Medium,B,Medium,BB,Medium,255,214,300,769,16-04-2022,BB,Medium,749647,0.745914279,26.97650865,-0.166512077,22567.69971,716.2233368,8532.728338,5.909379586
gure,Gulf Resources Inc,USD,NASDAQ NMS - GLOBAL MARKET,Chemicals,https://static.finnhub.io/logo/f43b6b8a-828d-11ea-be9e-00000000092a.png,http://www.gulfresourcesinc.com/,BBB,High,B,Medium,BB,Medium,408,206,300,914,17-04-2022,BBB,High,885462,0.490465082,5.56904992,2.072099817,18515.92382,781.8172039,7013.695978,5.892343171
gvp,GSE Systems Inc,USD,NASDAQ NMS - GLOBAL MARKET,Technology,https://static.finnhub.io/logo/57b65608-80df-11ea-bafd-00000000092a.png,http://www.gses.com/,A,High,BB,Medium,B,Medium,505,307,245,1057,17-04-2022,BBB,High,944480,0.344983072,27.00521416,1.277255342,23170.7716,721.655565,9700.146448,6.219279748
gyro,Gyrodyne LLC,USD,NASDAQ NMS - GLOBAL MARKET,Real Estate,,http://www.gyrodyne.com/,B,Medium,B,Medium,B,Medium,240,206,240,686,17-04-2022,B,Medium,1589061,0.34147175,10.95999912,-0.405511498,21508.75124,902.6134273,4963.051491,6.05064908
